customer_id,product_id,basket_date,basket_count
37878482,35574453,6/10/2019,2
29430541,37673669,6/10/2019,2
38770403,33855721,6/10/2019,2
29194179,48100893,6/10/2019,2
16992703,46265269,6/10/2019,2
5752656,49269021,6/10/2019,2
14449256,48726515,6/10/2019,2
8991620,37867230,6/10/2019,2
8991620,26619559,6/10/2019,2
42603942,2574017,6/10/2019,2
11601751,5937271,6/10/2019,2
11018038,39897558,6/10/2019,3
40171904,50808810,6/10/2019,2
42272533,41248653,6/10/2019,2
9914727,49072861,6/10/2019,2
12345984,2119180,6/10/2019,2
10076914,52599106,6/10/2019,2
28072411,45608891,6/10/2019,2
11192694,46819379,6/10/2019,2
1464368,52814926,6/10/2019,2
35209912,40189771,6/10/2019,4
13667156,45521272,6/10/2019,2
10652667,53646587,6/10/2019,2
43762876,47590184,6/10/2019,3
4000201,48798489,6/10/2019,2
5672659,36367433,6/10/2019,3
4984868,32282141,6/10/2019,2
9663092,31539844,6/10/2019,2
23165057,43807033,6/10/2019,2
7894818,51890468,6/10/2019,2
27044277,44246310,6/10/2019,2
31827880,50791389,6/10/2019,2
4658766,46190992,6/10/2019,2
7317954,41494469,6/10/2019,2
11972023,38429796,6/10/2019,2
42152862,40570017,6/10/2019,2
32237011,39860130,6/10/2019,2
9731632,34861166,6/10/2019,2
40311615,43447584,6/10/2019,2
40562111,2901279,6/10/2019,3
40234331,48472946,6/10/2019,2
3668008,31264088,6/10/2019,2
32556504,35564684,6/11/2019,2
1948876,32044498,6/11/2019,2
9085224,2269240,6/11/2019,2
33731480,42378988,6/10/2019,2
12095897,35667782,6/10/2019,2
12466578,35461777,6/10/2019,2
12741498,38075718,6/10/2019,2
14745127,35412812,6/10/2019,2
18429167,49049060,6/10/2019,2
11192694,4134720,6/10/2019,2
11192694,1762367,6/10/2019,3
43167288,49072850,6/10/2019,2
5845919,3305158,6/10/2019,2
8628598,6887765,6/10/2019,2
30713502,35208525,6/9/2019,2
12028941,30584059,6/9/2019,2
22596705,34169047,6/9/2019,2
839579,42888848,6/9/2019,2
22570980,32449568,6/9/2019,2
39891240,5808231,6/9/2019,2
2379443,5218021,6/9/2019,2
23170687,41192576,6/9/2019,3
13723735,3579675,6/9/2019,2
15559320,46021583,6/9/2019,3
21630318,33362780,6/10/2019,2
29566040,46893636,6/10/2019,2
1209985,52636823,6/10/2019,2
25022242,39050105,6/9/2019,2
18613667,46933789,6/9/2019,2
14373489,42712581,6/9/2019,3
15575753,42466586,6/9/2019,2
41262923,34683768,6/9/2019,2
13755862,35140433,6/10/2019,2
10587160,49072861,6/10/2019,2
7044948,31708695,6/10/2019,2
17416239,47348594,6/10/2019,2
876917,46000191,6/10/2019,2
874825,46197367,6/10/2019,2
8370564,51789135,6/9/2019,2
43022907,47851883,6/9/2019,2
12683346,3169147,6/9/2019,2
14523922,38268878,6/10/2019,2
15757042,39577246,6/9/2019,2
12249601,37206583,6/9/2019,2
33271119,51436245,6/9/2019,2
14526152,35093214,6/9/2019,2
1743686,33277800,6/9/2019,2
1797396,53560303,6/9/2019,2
22527,27104159,6/9/2019,2
1448984,44615244,6/9/2019,2
20124178,6967678,6/9/2019,2
7046780,26038409,6/9/2019,2
41915867,46212951,6/9/2019,2
24787951,31760428,6/9/2019,2
2205334,49613083,6/9/2019,2
3741114,42051826,6/9/2019,2
28246172,41884885,6/9/2019,2
15319966,47939117,6/9/2019,3
8980600,37789891,6/9/2019,2
13016133,51872774,6/9/2019,2
28507042,32229572,6/9/2019,2
43590331,31909620,6/9/2019,2
17296588,35526884,6/9/2019,2
6262657,50600656,6/9/2019,2
43685191,39627247,6/9/2019,2
1344621,34013459,6/9/2019,2
6834886,49227282,6/9/2019,2
42772762,31675406,6/9/2019,2
1940535,6790877,6/9/2019,2
5378891,49518400,6/9/2019,2
1041847,926057,6/9/2019,3
13016886,46402233,6/9/2019,2
4867906,37504935,6/9/2019,2
5401806,46983348,6/9/2019,2
7178842,32271331,6/9/2019,2
11267882,35104494,6/9/2019,2
8773677,46344914,6/9/2019,2
40954306,42585086,6/9/2019,3
10476832,6710132,6/9/2019,2
35202210,35446681,5/31/2019,2
30250774,1817899,5/31/2019,5
5396459,42267693,5/31/2019,2
10941009,41916311,5/31/2019,2
37911392,36464485,5/31/2019,2
23618413,46753009,5/31/2019,2
2598060,46395494,5/31/2019,2
22467597,47864493,5/31/2019,4
4496741,35157226,5/31/2019,2
30602544,34643094,5/31/2019,2
20298980,42680059,5/31/2019,2
7603224,32242160,5/31/2019,2
12586321,7163202,5/31/2019,2
29395547,40148176,5/31/2019,2
17775124,4038698,5/31/2019,2
13357475,41666105,5/31/2019,2
14411070,40737726,5/31/2019,2
39888573,34231804,5/31/2019,2
42971797,2926387,5/31/2019,2
17770584,41955736,5/30/2019,4
41778713,48412037,5/31/2019,2
23015915,32729157,6/1/2019,2
7305800,2590086,5/30/2019,2
9273014,47498750,5/31/2019,2
18984005,35542817,5/30/2019,3
42901451,47065021,5/30/2019,2
26992248,45542737,5/30/2019,2
37967678,43843236,5/31/2019,2
27571069,2516917,5/30/2019,2
17451751,41055706,5/30/2019,2
979605,48180382,5/30/2019,2
18128940,42717473,5/30/2019,2
9476102,32193947,5/30/2019,2
42114407,50830370,5/30/2019,2
41879347,38300838,5/30/2019,2
14828895,49536881,5/30/2019,2
14555986,35815433,5/30/2019,2
9186380,35455205,5/30/2019,2
34297507,6772765,5/30/2019,3
11004449,5771528,5/30/2019,2
10890326,2525349,5/30/2019,2
3674104,31436706,5/30/2019,3
18401341,46265830,5/30/2019,2
18514496,32613412,5/30/2019,2
24504465,14626909,5/30/2019,2
6622389,46399218,5/30/2019,2
35051713,48662959,5/30/2019,2
3125584,46130148,5/30/2019,2
22544958,41518248,5/30/2019,2
18582682,2205258,5/30/2019,5
26652097,39932740,5/30/2019,2
40629174,36524491,5/30/2019,2
11230356,42738485,5/30/2019,2
1913258,31302953,5/30/2019,2
12462443,49244342,5/30/2019,2
30707948,47882506,5/30/2019,2
24441836,1069992,5/30/2019,2
2387598,41695418,5/31/2019,2
43033667,51657194,6/1/2019,2
10871751,32881677,5/29/2019,3
35373121,37619876,5/30/2019,2
15248145,36460533,5/29/2019,2
31714338,42709284,5/29/2019,2
41886667,34935878,5/30/2019,2
23132989,37282152,5/29/2019,2
35771516,3721117,5/30/2019,2
36170151,46948784,5/29/2019,2
4000919,579438,5/29/2019,2
1816911,46296993,5/29/2019,2
7115174,49833636,5/29/2019,2
14156811,36921717,5/29/2019,2
41156153,31731709,5/29/2019,2
3113027,42793827,5/29/2019,2
42134508,50153105,5/29/2019,3
42632726,41884885,5/29/2019,2
12851438,38451951,5/29/2019,2
827244,41017861,5/29/2019,2
42076235,44742433,5/29/2019,2
24374452,34937153,5/29/2019,2
12057509,44439082,5/29/2019,2
35493962,46608628,5/29/2019,2
1546248,34641601,5/29/2019,2
26298686,3177311,5/29/2019,2
42041680,43454321,5/29/2019,2
5981417,38659252,5/29/2019,2
25458345,33914175,5/29/2019,2
11678182,47918282,5/29/2019,2
22880921,36882826,5/29/2019,3
31605714,34709106,5/29/2019,3
42809494,42276302,5/29/2019,2
42196868,46286574,5/29/2019,2
34807773,32054321,5/29/2019,3
23793284,40576144,5/29/2019,2
2451756,42717473,5/29/2019,2
41539050,44704486,5/29/2019,2
21700599,39782810,5/29/2019,2
19912903,31698629,5/29/2019,4
15620411,38137406,5/29/2019,2
10628622,51400039,5/29/2019,2
17003757,45789049,5/29/2019,2
32185322,32921059,5/29/2019,2
14051477,47993173,5/29/2019,2
6414907,38633681,5/29/2019,2
34673895,32184467,5/29/2019,3
10750015,36514103,5/29/2019,2
37649774,44199847,5/29/2019,2
42123294,46719101,5/28/2019,2
11348365,34999480,5/28/2019,2
23390601,2676242,5/28/2019,3
17975466,5043529,5/28/2019,2
34900245,50317552,5/28/2019,2
11455296,39118761,5/28/2019,2
22218879,46223762,5/28/2019,2
32137840,7080239,5/28/2019,2
41920916,49989019,5/28/2019,2
28429658,3542132,5/28/2019,3
14025815,42585510,5/28/2019,4
35623249,35778574,5/28/2019,2
15298262,33893185,5/28/2019,2
6005770,7066841,5/28/2019,2
26337435,32113030,5/28/2019,2
33856339,7082068,5/28/2019,2
42287167,40972875,5/28/2019,3
2672509,46828105,5/28/2019,2
18386240,2747816,5/28/2019,2
42271550,45326600,5/28/2019,2
27073576,31620511,5/28/2019,4
29459861,880282,5/28/2019,4
35786784,1768618,5/28/2019,2
23903614,34859104,5/28/2019,2
32193498,37303198,5/28/2019,2
35557121,202408,5/28/2019,2
24801586,33269884,5/28/2019,2
31606985,3030968,5/28/2019,2
26887778,48215499,5/28/2019,2
31430734,41709071,5/28/2019,2
41247709,47127535,5/28/2019,2
10317043,45999574,5/28/2019,2
7210390,31301485,5/28/2019,2
6676525,50079883,5/28/2019,2
6917044,43247927,5/28/2019,2
12212223,49839188,5/28/2019,2
18064400,33449287,5/28/2019,2
32759289,35598700,5/28/2019,2
21550289,46876583,5/28/2019,2
12559303,37734171,5/28/2019,4
23037981,38335548,5/28/2019,2
41497056,38775500,5/28/2019,3
11194348,35636968,5/28/2019,2
38753657,35134949,5/28/2019,2
17223642,48383749,5/28/2019,2
42074263,35420610,5/28/2019,2
29878399,32921290,5/28/2019,2
41990742,4174663,5/28/2019,3
3073013,6053776,5/28/2019,2
42728177,47425520,5/28/2019,2
20055170,33519120,5/28/2019,2
10419615,47094884,5/28/2019,2
20793153,40218885,5/28/2019,2
31829242,11299809,5/28/2019,2
30424582,35907590,5/28/2019,2
21342823,4370161,5/28/2019,3
26165880,3405285,5/28/2019,2
23058999,38338503,5/28/2019,2
12649158,34046086,5/28/2019,2
41761309,40276001,5/28/2019,3
954977,38115727,5/28/2019,2
11105321,31818893,5/28/2019,3
15906798,40384315,5/28/2019,3
14009553,42154778,5/28/2019,2
34658195,35434277,5/28/2019,2
13755862,3539880,5/28/2019,2
24163148,43532156,5/28/2019,2
8580713,6638151,5/28/2019,2
16198912,32586840,5/28/2019,2
41502206,43798368,5/28/2019,3
10681350,156060,5/28/2019,3
21037821,32283579,5/28/2019,2
17769680,40945068,5/28/2019,2
16355904,34426437,5/28/2019,2
23540394,3633284,5/28/2019,2
21132249,50539304,5/28/2019,2
17734198,35187319,5/28/2019,2
4322538,28741509,5/28/2019,2
15915437,6519992,5/28/2019,2
24936371,38330333,5/28/2019,2
4540003,35146653,5/28/2019,2
1121600,32046918,5/28/2019,2
28948720,6052272,5/28/2019,2
6077855,33781233,5/28/2019,2
34204514,43411921,5/28/2019,2
20205826,47150866,5/28/2019,2
12662941,31648894,5/28/2019,2
5890086,35196289,5/28/2019,2
13839071,45296133,5/28/2019,2
20600381,36764403,5/28/2019,2
1064741,40293805,5/28/2019,2
33779521,7023155,5/28/2019,2
41824577,1058234,5/28/2019,3
21723241,49946923,5/28/2019,2
41629840,50615221,5/28/2019,2
25205025,45815236,5/28/2019,2
13398649,43785097,5/28/2019,2
6646465,35504413,5/28/2019,2
10991963,46478416,5/28/2019,2
1546248,3680857,5/28/2019,2
11729889,42654367,5/28/2019,2
23004957,37077821,5/28/2019,3
4714215,4737355,5/28/2019,3
26084308,49269590,5/28/2019,2
14365801,4593965,5/28/2019,2
41857895,5747437,5/28/2019,2
15713721,44781584,5/28/2019,2
6564136,32251206,5/28/2019,3
22090157,34759937,5/28/2019,2
33019913,32566957,5/28/2019,2
20909262,22749259,5/28/2019,2
34833066,38510384,5/28/2019,2
4008767,47166736,5/28/2019,2
29051309,3714465,5/28/2019,2
13497390,43483315,5/28/2019,2
20963776,35144038,5/28/2019,2
24352515,50602115,5/28/2019,2
13281853,2626776,5/28/2019,2
35601139,3242033,5/28/2019,3
42201388,51365661,5/28/2019,3
4529571,173365,5/28/2019,2
30115051,36346809,5/28/2019,3
22344978,44165438,5/28/2019,2
36261258,45706937,5/28/2019,2
12068995,6363562,5/28/2019,2
18125549,39161275,5/27/2019,4
10954695,31944543,5/27/2019,2
14461578,40275993,5/27/2019,2
24775947,46374496,5/27/2019,2
15239711,46130148,5/27/2019,2
28338166,43305867,5/28/2019,2
27046009,6586222,5/27/2019,3
14434524,35470355,5/28/2019,2
28642931,32657547,5/28/2019,2
42423574,6682401,5/27/2019,2
14426986,47495987,5/27/2019,2
27083813,42724158,5/27/2019,3
35155481,750891,5/27/2019,2
33819977,45363433,5/27/2019,2
3249005,6041792,5/27/2019,2
16973550,2485933,5/27/2019,2
10236381,3038693,5/27/2019,2
28005800,34316799,5/27/2019,2
16356768,36519206,5/27/2019,2
10913976,3624193,5/27/2019,2
5290507,35814321,5/27/2019,2
19067941,46701022,5/27/2019,2
31869932,50853412,5/27/2019,2
4951911,3245761,5/27/2019,2
40208931,32079069,5/27/2019,2
21508365,28023609,5/27/2019,2
44095389,40275993,6/19/2019,4
25546101,51581945,6/19/2019,2
23164677,33739431,6/19/2019,2
13219312,4155810,6/19/2019,2
16516277,47842323,6/19/2019,3
13350447,50585392,6/19/2019,2
17981931,33518288,6/19/2019,3
6755161,50826217,6/19/2019,2
6105545,33088688,6/19/2019,2
5433408,52655320,6/19/2019,2
11342525,43345548,6/19/2019,2
18156817,2798347,6/19/2019,3
31350578,42466415,6/19/2019,2
1873410,40450069,6/19/2019,2
24165118,34371958,6/19/2019,2
21460251,43474411,6/19/2019,3
44118906,34417079,6/19/2019,2
17124927,31504655,6/19/2019,2
31661178,47952339,6/19/2019,2
10948318,40275989,6/19/2019,2
14915452,34938258,6/19/2019,2
12593835,46930331,6/19/2019,2
3158675,47774234,6/19/2019,2
43577403,26577159,6/19/2019,4
38437825,44307118,6/18/2019,3
6457098,24833459,6/18/2019,3
10519704,37761853,6/18/2019,2
1700023,42215762,6/19/2019,2
1307322,6750720,6/19/2019,2
25236872,32893894,6/19/2019,3
22012641,49628660,6/19/2019,2
30796324,883456,6/19/2019,2
13895557,6391857,6/19/2019,2
5467615,32670341,6/19/2019,2
42115376,36937177,6/18/2019,2
44608245,6670172,6/19/2019,2
12356881,33518017,6/19/2019,2
9542191,43474411,6/19/2019,2
19207610,50311545,6/18/2019,2
18838262,6643460,6/19/2019,2
12574090,239538,6/18/2019,2
18766442,31298885,6/18/2019,2
22816280,34425885,6/19/2019,2
6161653,45711325,6/18/2019,2
24271798,36903805,6/18/2019,2
13201813,37436515,6/19/2019,2
13460605,1754907,6/18/2019,2
36475974,1008370,6/19/2019,2
29249149,34182343,6/19/2019,2
16065556,33500792,6/18/2019,3
44249704,31451211,6/18/2019,3
812817,39050102,6/18/2019,2
11565402,6585194,6/18/2019,2
3323849,4464718,6/18/2019,2
42649655,47870628,6/18/2019,4
1593923,49248410,6/18/2019,2
